year,women_age,men_age,family_type,area,girls_job,boys_job,marry_condition,women_status,mohor
2018.0,21.0,39.0,lower class,naogaon ,businessman,businessman,irrelevant marriage,single,150000.0
2017.0,23.0,35.0,higher middle class,pabna ,service holder,service holder,forced marriage,single,780000.0
2018.0,23.0,38.0,proverty level,naogaon ,Entrepreneur,service holder,irrelevant marriage,single,110000.0
2017.0,21.0,31.0,higher middle class,sirajganj ,Entrepreneur,businessman,arrange marriage,single,756000.0
2018.0,23.0,41.0,proverty level,pabna ,service holder,Entrepreneur,irrelevant marriage,single,110000.0
2018.0,18.0,33.0,higher class,pabna ,businessman,businessman,irrelevant marriage,single,792000.0
2018.0,23.0,32.0,higher middle class,bogura ,businessman,Entrepreneur,arrange marriage,single,600000.0
2018.0,23.0,34.0,higher class,sirajganj ,Entrepreneur,Entrepreneur,forced marriage,single,744000.0
2018.0,25.0,39.0,higher class,naogaon ,service holder,businessman,irrelevant marriage,divorced,648000.0
2018.0,23.0,42.0,proverty level,pabna ,Entrepreneur,service holder,irrelevant marriage,single,120000.0
2017.0,25.0,35.0,higher middle class,naogaon ,businessman,service holder,arrange marriage,divorced,756000.0
2017.0,20.0,33.0,higher middle class,naogaon ,service holder,service holder,irrelevant marriage,single,684000.0
2017.0,23.0,41.0,higher middle class,natore ,Entrepreneur,businessman,irrelevant marriage,single,720000.0
2018.0,20.0,34.0,lower middle class,sirajganj ,Entrepreneur,Entrepreneur,irrelevant marriage,single,369000.0
2017.0,24.0,31.0,higher middle class,bogura ,Entrepreneur,service holder,forced marriage,single,612000.0
2017.0,25.0,42.0,higher middle class,rajshahi ,businessman,service holder,irrelevant marriage,Widow,624000.0
2018.0,20.0,41.0,rich class,naogaon ,businessman,service holder,irrelevant marriage,single,1305000.0
2017.0,17.0,26.0,higher class,pabna ,businessman,businessman,forced marriage,single,792000.0
2017.0,18.0,31.0,proverty level,bogura ,businessman,service holder,irrelevant marriage,single,110000.0
2017.0,18.0,31.0,lower middle class,bogura ,Entrepreneur,businessman,irrelevant marriage,single,387000.0
2018.0,23.0,32.0,lower middle class,rajshahi ,service holder,Entrepreneur,forced marriage,single,342000.0
2017.0,23.0,35.0,lower middle class,sirajganj ,Entrepreneur,service holder,forced marriage,single,342000.0
2017.0,20.0,37.0,proverty level,naogaon ,service holder,service holder,irrelevant marriage,single,120000.0
2018.0,18.0,31.0,higher middle class,Joypurhat ,service holder,service holder,irrelevant marriage,single,708000.0
2017.0,20.0,38.0,higher middle class,Joypurhat ,businessman,businessman,irrelevant marriage,single,768000.0
2018.0,20.0,35.0,higher class,sirajganj ,Entrepreneur,service holder,irrelevant marriage,single,744000.0
2017.0,22.0,38.0,higher class,bogura ,businessman,businessman,irrelevant marriage,single,744000.0
2017.0,17.0,25.0,proverty level,sirajganj ,service holder,businessman,forced marriage,single,110000.0
2017.0,21.0,39.0,higher class,naogaon ,Entrepreneur,Entrepreneur,irrelevant marriage,single,792000.0
2018.0,23.0,35.0,lower middle class,natore ,Entrepreneur,businessman,arrange marriage,single,351000.0
2018.0,21.0,28.0,lower class,bogura ,Entrepreneur,businessman,arrange marriage,single,156000.0
2018.0,23.0,42.0,higher class,bogura ,Entrepreneur,Entrepreneur,irrelevant marriage,single,828000.0
2017.0,17.0,26.0,proverty level,natore ,businessman,Entrepreneur,forced marriage,single,110000.0
2018.0,19.0,29.0,higher middle class,natore ,service holder,businessman,arrange marriage,single,648000.0
2017.0,23.0,39.0,rich class,pabna ,service holder,Entrepreneur,irrelevant marriage,single,1335000.0
2018.0,20.0,35.0,higher class,pabna ,Entrepreneur,businessman,irrelevant marriage,single,804000.0
2017.0,19.0,32.0,higher class,rajshahi ,Entrepreneur,businessman,irrelevant marriage,single,696000.0
2018.0,19.0,33.0,proverty level,natore ,Entrepreneur,Entrepreneur,irrelevant marriage,single,115000.0
2017.0,22.0,30.0,higher class,sirajganj ,service holder,businessman,forced marriage,single,672000.0
2018.0,22.0,34.0,proverty level,rajshahi ,service holder,Entrepreneur,forced marriage,single,115000.0
2018.0,19.0,42.0,higher middle class,pabna ,Entrepreneur,Entrepreneur,irrelevant marriage,single,672000.0
2018.0,19.0,33.0,proverty level,bogura ,businessman,businessman,irrelevant marriage,single,115000.0
2017.0,25.0,38.0,higher middle class,bogura ,service holder,service holder,irrelevant marriage,divorced,744000.0
2018.0,20.0,25.0,rich class,natore ,Entrepreneur,service holder,arrange marriage,single,1440000.0
2018.0,24.0,42.0,lower class,sirajganj ,Entrepreneur,Entrepreneur,irrelevant marriage,single,168000.0
2017.0,25.0,37.0,higher middle class,sirajganj ,businessman,service holder,forced marriage,divorced,792000.0
2017.0,19.0,28.0,higher class,rajshahi ,businessman,businessman,arrange marriage,single,828000.0
2018.0,17.0,31.0,higher class,natore ,service holder,Entrepreneur,irrelevant marriage,single,684000.0
2018.0,22.0,40.0,proverty level,pabna ,businessman,businessman,irrelevant marriage,single,100000.0
2018.0,22.0,32.0,lower middle class,naogaon ,service holder,businessman,arrange marriage,single,315000.0
2018.0,23.0,34.0,higher class,sirajganj ,service holder,Entrepreneur,forced marriage,single,636000.0
2018.0,23.0,31.0,higher class,pabna ,service holder,businessman,forced marriage,single,708000.0
2017.0,21.0,29.0,higher class,bogura ,service holder,Entrepreneur,forced marriage,single,672000.0
2018.0,19.0,29.0,rich class,bogura ,service holder,businessman,arrange marriage,single,1305000.0
2017.0,19.0,28.0,rich class,sirajganj ,businessman,service holder,arrange marriage,single,1455000.0
2017.0,21.0,31.0,rich class,rajshahi ,service holder,service holder,forced marriage,single,1305000.0
2017.0,23.0,37.0,higher class,pabna ,businessman,Entrepreneur,irrelevant marriage,single,636000.0
2018.0,21.0,42.0,higher class,naogaon ,Entrepreneur,businessman,irrelevant marriage,single,684000.0
2018.0,23.0,30.0,lower class,sirajganj ,businessman,businessman,arrange marriage,single,162000.0
2018.0,25.0,33.0,lower middle class,bogura ,Entrepreneur,businessman,arrange marriage,divorced,324000.0
2017.0,24.0,39.0,higher class,chapainawabganj ,businessman,service holder,irrelevant marriage,single,684000.0
2018.0,19.0,30.0,lower class,pabna ,Entrepreneur,Entrepreneur,arrange marriage,single,156000.0
2017.0,19.0,33.0,proverty level,chapainawabganj ,service holder,businessman,irrelevant marriage,single,110000.0
2017.0,21.0,27.0,proverty level,natore ,businessman,Entrepreneur,forced marriage,single,120000.0
2017.0,23.0,40.0,lower class,bogura ,Entrepreneur,businessman,irrelevant marriage,single,174000.0
2018.0,23.0,35.0,lower middle class,Joypurhat ,businessman,businessman,forced marriage,single,342000.0
2018.0,24.0,31.0,higher class,rajshahi ,service holder,Entrepreneur,forced marriage,single,624000.0
2018.0,20.0,30.0,higher middle class,pabna ,businessman,service holder,forced marriage,single,636000.0
2018.0,20.0,36.0,rich class,bogura ,businessman,businessman,irrelevant marriage,single,1425000.0
2018.0,22.0,31.0,proverty level,chapainawabganj ,Entrepreneur,service holder,forced marriage,single,105000.0
2017.0,23.0,35.0,proverty level,sirajganj ,Entrepreneur,Entrepreneur,forced marriage,single,105000.0
2017.0,18.0,35.0,proverty level,sirajganj ,service holder,businessman,irrelevant marriage,single,120000.0
2017.0,20.0,30.0,higher class,Joypurhat ,service holder,service holder,forced marriage,single,660000.0
2017.0,19.0,40.0,proverty level,naogaon ,service holder,Entrepreneur,irrelevant marriage,single,105000.0
2017.0,19.0,32.0,higher middle class,bogura ,businessman,service holder,irrelevant marriage,single,672000.0
2017.0,21.0,31.0,rich class,pabna ,businessman,businessman,arrange marriage,single,1455000.0
2018.0,22.0,33.0,lower class,naogaon ,service holder,businessman,arrange marriage,single,162000.0
2017.0,20.0,40.0,proverty level,Joypurhat ,service holder,Entrepreneur,irrelevant marriage,single,100000.0
2017.0,21.0,35.0,higher middle class,Joypurhat ,service holder,Entrepreneur,irrelevant marriage,single,600000.0
2017.0,22.0,29.0,lower middle class,sirajganj ,Entrepreneur,businessman,arrange marriage,single,342000.0
2017.0,24.0,41.0,lower class,pabna ,businessman,businessman,irrelevant marriage,single,156000.0
2017.0,18.0,29.0,higher middle class,rajshahi ,service holder,Entrepreneur,arrange marriage,single,600000.0
2018.0,18.0,37.0,lower class,pabna ,businessman,service holder,irrelevant marriage,single,174000.0
2018.0,20.0,31.0,higher middle class,Joypurhat ,service holder,service holder,forced marriage,single,684000.0
2017.0,24.0,41.0,higher middle class,naogaon ,businessman,Entrepreneur,irrelevant marriage,single,744000.0
2017.0,22.0,37.0,lower middle class,naogaon ,Entrepreneur,service holder,irrelevant marriage,single,360000.0
2017.0,23.0,39.0,lower class,bogura ,Entrepreneur,Entrepreneur,irrelevant marriage,single,180000.0
2017.0,16.0,27.0,Proverty level,Nilphamari ,garments worker,garments worker,forced Marriage,single,46000.0
2013.0,20.0,40.0,rich class,dinajpur ,businessman,businessman,Irrelevant Marriage,single,373500.0
2014.0,23.0,30.0,rich class,Thakurgaon ,lower service holder,businessman,forced Marriage,single,396000.0
2017.0,22.0,29.0,lower Middle class,Thakurgaon ,lower service holder,farmer,forced Marriage,single,136900.0
2016.0,22.0,41.0,lower Middle class,Panchagarh ,day labour,driver,Irrelevant Marriage,single,151700.0
2014.0,17.0,28.0,higher class,Thakurgaon ,businessman,farmer,arrange Marriage,single,210000.0
2014.0,21.0,25.0,rich class,dinajpur ,businessman,service holder,forced Marriage,single,405000.0
2017.0,17.0,31.0,higher class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,264600.0
2016.0,23.0,35.0,rich class,dinajpur ,businessman,businessman,arrange Marriage,single,432000.0
2016.0,19.0,28.0,lower Middle class,lalmonirhat ,lower worker,farmer,forced Marriage,single,151700.0
2016.0,23.0,31.0,lower Middle class,Nilphamari ,day labour,driver,arrange Marriage,single,155400.0
2013.0,20.0,30.0,rich class,Nilphamari ,businessman,service holder,forced Marriage,single,387000.0
2014.0,16.0,28.0,rich class,dinajpur ,businessman,service holder,arrange Marriage,single,391500.0
2013.0,21.0,38.0,higher Middle class,Thakurgaon ,businessman,farmer,Irrelevant Marriage,single,277200.0
2014.0,21.0,40.0,rich class,lalmonirhat ,businessman,service holder,Irrelevant Marriage,single,432000.0
2013.0,20.0,40.0,higher Middle class,rangpur ,day labour,service holder,Irrelevant Marriage,single,235200.0
2016.0,20.0,31.0,rich class,dinajpur ,businessman,businessman,forced Marriage,single,414000.0
2013.0,18.0,27.0,higher class,Kurigram ,businessman,businessman,arrange Marriage,single,285600.0
2017.0,17.0,30.0,rich class,lalmonirhat ,lower service holder,service holder,Irrelevant Marriage,single,369000.0
2017.0,18.0,34.0,lower class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,67200.0
2016.0,18.0,29.0,higher class,gaibandha ,businessman,service holder,forced Marriage,single,264600.0
2013.0,25.0,31.0,rich class,dinajpur ,businessman,businessman,arrange Marriage,divorced,445500.0
2013.0,20.0,26.0,higher Middle class,gaibandha ,day labour,service holder,arrange Marriage,single,285600.0
2017.0,25.0,40.0,higher class,dinajpur ,businessman,service holder,Irrelevant Marriage,widow,235200.0
2013.0,18.0,32.0,higher class,rangpur ,businessman,service holder,Irrelevant Marriage,single,222600.0
2015.0,19.0,35.0,higher Middle class,Panchagarh ,businessman,businessman,Irrelevant Marriage,single,235200.0
2016.0,18.0,27.0,higher class,rangpur ,businessman,businessman,forced Marriage,single,277200.0
2015.0,20.0,41.0,lower Middle class,lalmonirhat ,lower worker,farmer,Irrelevant Marriage,single,133200.0
2017.0,17.0,26.0,rich class,Kurigram ,businessman,businessman,arrange Marriage,single,441000.0
2015.0,18.0,28.0,Proverty level,rangpur ,garments worker,farmer,forced Marriage,single,48000.0
2013.0,21.0,26.0,Proverty level,Kurigram ,lower worker,farmer,arrange Marriage,single,48000.0
2014.0,20.0,33.0,rich class,lalmonirhat ,businessman,service holder,Irrelevant Marriage,single,391500.0
2013.0,17.0,25.0,rich class,Nilphamari ,businessman,service holder,arrange Marriage,single,441000.0
2013.0,23.0,32.0,rich class,gaibandha ,businessman,service holder,forced Marriage,single,432000.0
2017.0,21.0,27.0,higher Middle class,Thakurgaon ,day labour,service holder,arrange Marriage,single,252000.0
2017.0,18.0,29.0,rich class,Panchagarh ,businessman,businessman,forced Marriage,single,423000.0
2013.0,16.0,27.0,rich class,Thakurgaon ,businessman,businessman,forced Marriage,single,436500.0
2017.0,19.0,34.0,rich class,Panchagarh ,low service holder,service holder,Irrelevant Marriage,single,409500.0
2015.0,17.0,25.0,rich class,Kurigram ,businessman,businessman,arrange Marriage,single,432000.0
2016.0,20.0,32.0,higher Middle class,gaibandha ,businessman,farmer,forced Marriage,single,243600.0
2014.0,17.0,31.0,rich class,lalmonirhat ,day labour,businessman,Irrelevant Marriage,single,409500.0
2015.0,20.0,36.0,higher Middle class,Nilphamari ,businessman,service holder,Irrelevant Marriage,single,264600.0
2015.0,20.0,33.0,higher Middle class,gaibandha ,low service holder,service holder,Irrelevant Marriage,single,281400.0
2014.0,18.0,33.0,rich class,Thakurgaon ,lower service holder,businessman,Irrelevant Marriage,single,382500.0
2013.0,20.0,32.0,higher class,gaibandha ,businessman,businessman,forced Marriage,single,214200.0
2013.0,22.0,40.0,rich class,gaibandha ,businessman,businessman,Irrelevant Marriage,single,373500.0
2013.0,23.0,29.0,higher class,dinajpur ,businessman,farmer,forced Marriage,single,218400.0
2016.0,16.0,27.0,higher Middle class,Nilphamari ,low service holder,businessman,arrange Marriage,single,289800.0
2013.0,16.0,25.0,rich class,dinajpur ,businessman,businessman,forced Marriage,single,405000.0
2016.0,18.0,42.0,higher class,Thakurgaon ,businessman,farmer,Irrelevant Marriage,single,285600.0
2016.0,22.0,26.0,rich class,lalmonirhat ,low service holder,businessman,forced Marriage,single,418500.0
2017.0,21.0,27.0,rich class,rangpur ,businessman,service holder,forced Marriage,single,441000.0
2013.0,18.0,37.0,higher class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,256200.0
2016.0,17.0,31.0,rich class,Kurigram ,businessman,businessman,Irrelevant Marriage,single,369000.0
2013.0,23.0,40.0,higher Middle class,rangpur ,lower worker,businessman,Irrelevant Marriage,single,210000.0
2017.0,21.0,32.0,rich class,dinajpur ,businessman,service holder,arrange Marriage,single,378000.0
2017.0,19.0,36.0,higher class,dinajpur ,lower worker,service holder,Irrelevant Marriage,single,247800.0
2017.0,18.0,28.0,rich class,Nilphamari ,businessman,businessman,arrange Marriage,single,378000.0
2013.0,21.0,38.0,higher class,rangpur ,businessman,businessman,Irrelevant Marriage,single,252000.0
2013.0,16.0,25.0,lower Middle class,Nilphamari ,lower service holder,driver,forced Marriage,single,133200.0
2013.0,22.0,40.0,lower Middle class,rangpur ,businessman,farmer,Irrelevant Marriage,single,136900.0
2014.0,23.0,29.0,rich class,lalmonirhat ,businessman,service holder,arrange Marriage,single,396000.0
2013.0,23.0,36.0,rich class,Nilphamari ,businessman,service holder,Irrelevant Marriage,single,373500.0
2017.0,20.0,32.0,higher Middle class,lalmonirhat ,businessman,farmer,forced Marriage,single,218400.0
2014.0,23.0,42.0,higher class,Nilphamari ,lower worker,farmer,Irrelevant Marriage,single,231000.0
2017.0,21.0,30.0,rich class,Nilphamari ,businessman,service holder,arrange Marriage,single,414000.0
2015.0,21.0,25.0,higher class,Nilphamari ,businessman,businessman,arrange Marriage,single,247800.0
2017.0,18.0,29.0,lower Middle class,lalmonirhat ,garments worker,service holder,forced Marriage,single,151700.0
2016.0,19.0,42.0,higher class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,256200.0
2017.0,18.0,42.0,rich class,Panchagarh ,businessman,service holder,Irrelevant Marriage,single,405000.0
2013.0,22.0,29.0,rich class,Thakurgaon ,businessman,businessman,arrange Marriage,single,378000.0
